latitude,longitude,stars,review_count,is_open,RestaurantsAttire,NoiseLevel,OutdoorSeating,GoodForKids,Caters,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsTakeOut,Alcohol,RestaurantsDelivery,WiFi,BikeParking,RestaurantsReservations,HasTV,WheelchairAccessible,gmf_breakfast,gfm_brunch,gfm_dessert,gfm_dinner,gfm_latenight,gfm_lunch,bp_garage,bp_lot,bp_street,bp_valet,bp_validated
43.6444252843,-79.3996337087,0,150.0,1.0,casual,average,False,True,True,False,2,True,beer_and_wine,False,no,True,False,True,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6655822,-79.4095666,0,46.0,1.0,casual,quiet,True,True,nan,True,2,True,beer_and_wine,False,no,True,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6478315,-79.3732265,0,61.0,0.0,casual,quiet,False,False,True,True,3,True,full_bar,False,free,True,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43.6776412,-79.3894544,0,4.0,1.0,casual,nan,False,nan,nan,nan,nan,False,full_bar,False,no,True,nan,nan,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6480901,-79.3956953,0,386.0,1.0,casual,average,True,True,False,True,2,True,full_bar,False,no,True,True,False,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6804124,-79.4307415,0,6.0,0.0,casual,nan,True,True,nan,True,2,True,nan,True,no,True,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.742555,-79.314252,0,34.0,1.0,casual,average,False,True,True,True,1,True,none,False,free,True,False,False,True,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6443698,-79.3997732,0,9.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6642003,-79.4163563,0,47.0,1.0,casual,loud,False,False,False,True,2,False,full_bar,False,no,True,True,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6515452,-79.3723485,0,5.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6669673,-79.4033819,0,3.0,1.0,casual,quiet,False,True,nan,False,2,True,none,True,nan,nan,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6801813,-79.3906225,0,20.0,1.0,casual,nan,nan,nan,True,nan,4,True,nan,True,nan,True,nan,nan,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6568756104,-79.4029083252,0,53.0,0.0,casual,average,True,False,False,True,2,True,full_bar,False,free,True,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7081321,-79.4530285,0,12.0,1.0,casual,nan,nan,nan,True,nan,2,True,nan,True,nan,True,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.708653,-79.3982462,0,53.0,1.0,casual,loud,False,False,nan,True,2,False,full_bar,False,free,True,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.655075,-79.414619,0,6.0,0.0,dressy,average,False,True,nan,True,2,True,full_bar,nan,no,True,True,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6649683,-79.4556437,0,40.0,1.0,casual,average,True,True,True,False,1,True,none,True,free,True,False,False,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6489337,-79.4208141,0,99.0,1.0,casual,average,True,True,False,True,2,True,full_bar,False,free,True,False,True,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.657278,-79.45193,0,15.0,1.0,casual,average,False,True,nan,True,1,True,none,False,no,True,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7736781,-79.413923,0,4.0,0.0,casual,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6431907,-79.4239029,0,72.0,1.0,casual,average,True,True,False,False,1,True,none,True,no,True,False,False,nan,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
43.5934538,-79.5380584,0,3.0,1.0,casual,nan,nan,True,nan,False,nan,nan,nan,True,nan,nan,False,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6481433882,-79.3901514675,0,202.0,1.0,casual,average,True,nan,nan,True,2,True,full_bar,False,free,True,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6506557,-79.3702608,0,356.0,1.0,casual,average,False,True,False,True,2,False,full_bar,False,no,True,False,True,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6542373,-79.3925858,0,3.0,0.0,casual,nan,nan,True,nan,True,nan,True,nan,True,nan,nan,True,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6672495043,-79.4199987906,0,3.0,1.0,casual,nan,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6649906,-79.3848094,0,151.0,1.0,casual,average,False,True,True,True,1,True,beer_and_wine,True,no,True,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6769577,-79.3972162,0,35.0,1.0,casual,quiet,False,True,True,True,1,True,none,True,free,True,True,False,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6498786,-79.4826734,0,11.0,1.0,casual,nan,nan,nan,nan,nan,nan,True,nan,False,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6663359,-79.3497019,0,7.0,1.0,casual,nan,nan,nan,nan,nan,1,True,nan,nan,nan,True,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7072693,-79.3996009,0,75.0,1.0,casual,average,True,True,nan,True,2,True,none,True,free,True,False,True,nan,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6460848,-79.4090059,0,18.0,1.0,casual,nan,nan,nan,nan,nan,nan,True,nan,True,free,nan,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6592422,-79.348687,0,5.0,0.0,casual,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,False,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7831136577,-79.4732633606,0,3.0,1.0,casual,nan,nan,True,nan,True,3,True,nan,False,nan,nan,True,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6451344,-79.5204943,0,36.0,1.0,casual,quiet,True,True,True,True,2,True,full_bar,False,no,True,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.76828,-79.3703812,0,21.0,1.0,casual,nan,False,nan,False,nan,1,True,nan,nan,free,True,nan,nan,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6858852,-79.3058649,0,3.0,1.0,casual,nan,nan,nan,False,nan,2,False,nan,True,free,True,nan,nan,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.657786,-79.402371,0,7.0,1.0,casual,nan,False,nan,True,nan,nan,True,none,True,free,True,nan,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6621626,-79.3347124,0,12.0,0.0,casual,nan,False,True,nan,True,2,True,none,False,nan,nan,False,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6836301,-79.4184688,0,21.0,1.0,casual,quiet,False,True,nan,True,2,True,none,True,no,True,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6275507153,-79.5005753881,0,12.0,1.0,casual,nan,nan,nan,nan,nan,2,True,nan,False,nan,True,nan,nan,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6700664,-79.3933472,0,40.0,0.0,casual,average,False,True,True,True,2,True,beer_and_wine,True,free,False,True,False,nan,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
43.6725998,-79.3197753,0,48.0,1.0,casual,loud,False,True,nan,True,2,True,full_bar,False,nan,True,True,True,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.616252,-79.525664,0,11.0,1.0,casual,nan,True,nan,False,nan,2,True,nan,nan,free,True,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43.7748598,-79.4135222,0,26.0,0.0,casual,nan,False,True,True,False,1,True,nan,True,free,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43.6550342,-79.4019624,0,167.0,1.0,casual,average,True,True,False,True,2,True,none,False,free,True,True,False,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.8222357134,-79.2987155914,0,18.0,1.0,casual,average,False,True,True,True,1,True,none,False,no,nan,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7120548,-79.3997965,0,3.0,0.0,casual,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6765213,-79.3581172,0,34.0,1.0,casual,average,True,False,False,True,2,True,full_bar,nan,no,True,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.8205156126,-79.2458984169,0,6.0,1.0,casual,nan,nan,nan,nan,nan,1,True,nan,False,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6668408,-79.3692641,0,20.0,1.0,casual,quiet,True,True,nan,False,1,True,none,False,no,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6615928,-79.3367421,0,10.0,1.0,casual,quiet,False,nan,nan,False,3,nan,none,nan,nan,True,nan,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6517906,-79.3801688,0,3.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6653499,-79.47308,0,17.0,0.0,casual,quiet,False,True,True,True,2,True,none,False,free,True,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6810473,-79.3100172,0,59.0,1.0,casual,quiet,False,True,True,True,2,True,beer_and_wine,True,free,False,True,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6552384,-79.4868695,0,17.0,0.0,casual,average,True,True,nan,False,2,True,full_bar,False,no,nan,nan,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6548179,-79.3873606,0,259.0,1.0,casual,nan,nan,nan,False,nan,1,True,nan,nan,free,True,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7751395352,-79.5258289434,0,23.0,1.0,casual,average,False,True,True,True,2,True,full_bar,True,no,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.661432,-79.339113,0,66.0,1.0,casual,quiet,True,False,nan,True,2,True,full_bar,False,free,True,True,True,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6532458,-79.4065895,0,62.0,1.0,casual,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6466166,-79.3787611,0,5.0,0.0,casual,very_loud,nan,True,nan,False,2,True,none,False,nan,nan,False,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6986620343,-79.3964521729,0,4.0,1.0,casual,nan,nan,nan,nan,False,nan,True,nan,True,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7855274049,-79.2762500793,0,29.0,1.0,casual,average,False,True,nan,True,2,True,none,nan,nan,nan,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7958753,-79.4222953,0,3.0,0.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6573125,-79.3832297,0,379.0,1.0,casual,average,True,False,False,True,2,True,full_bar,False,free,True,True,True,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6670722,-79.4315055,0,10.0,1.0,casual,average,False,nan,nan,True,2,nan,full_bar,nan,nan,nan,nan,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7045581,-79.4921887,0,13.0,1.0,casual,nan,nan,True,nan,True,2,True,nan,False,nan,nan,True,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7427592381,-79.3082186301,0,6.0,1.0,casual,nan,nan,False,nan,nan,nan,True,nan,True,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.715969,-79.6034145,0,9.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.770882,-79.3315514,0,40.0,1.0,casual,average,nan,True,nan,True,nan,True,nan,False,nan,nan,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6480097,-79.4496592,0,482.0,1.0,casual,average,True,True,True,True,2,True,full_bar,True,no,True,True,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.646269,-79.383325,0,32.0,1.0,casual,quiet,False,False,True,False,1,True,none,True,no,True,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6500521788,-79.3857424105,0,215.0,1.0,dressy,average,False,False,True,True,4,True,full_bar,False,free,True,True,True,nan,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.8219517,-79.2984027,0,46.0,0.0,casual,average,False,True,False,True,2,False,beer_and_wine,False,free,nan,True,True,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43.6497687124,-79.3660896961,0,259.0,1.0,casual,average,False,True,True,True,2,True,none,False,free,True,False,True,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6559726,-79.4873427,0,15.0,1.0,casual,nan,True,True,True,nan,1,True,nan,nan,free,True,nan,nan,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6587258,-79.3697096,0,16.0,1.0,casual,nan,nan,nan,nan,True,nan,True,nan,True,free,nan,nan,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.660498,-79.3429538,0,6.0,0.0,casual,average,True,False,nan,True,2,nan,full_bar,nan,nan,nan,True,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6573431,-79.3810078,0,5.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.7045581,-79.4921887,0,19.0,1.0,casual,average,False,True,True,False,1,True,none,False,no,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.708528,-79.295665,0,30.0,1.0,casual,average,False,True,nan,False,1,True,none,False,no,True,False,True,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6508421,-79.477041,0,16.0,0.0,casual,quiet,False,True,True,True,2,True,full_bar,False,nan,nan,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.662715335,-79.4034854592,0,100.0,1.0,casual,average,True,False,nan,False,3,False,full_bar,False,no,False,True,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6468003,-79.4036574,0,7.0,0.0,casual,quiet,False,True,False,True,1,True,none,False,no,nan,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6775601,-79.4437947,0,8.0,1.0,casual,nan,nan,nan,nan,nan,nan,True,nan,True,nan,nan,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6509775,-79.4132797,0,467.0,0.0,casual,average,True,False,False,True,3,False,full_bar,False,no,True,False,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7005444,-79.3968713,0,65.0,1.0,casual,nan,True,True,nan,True,2,True,beer_and_wine,True,no,nan,True,True,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6590259,-79.3484258,0,18.0,1.0,casual,quiet,False,True,False,True,1,True,none,True,no,True,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6536877,-79.3984616,0,78.0,0.0,casual,average,False,True,False,True,2,True,full_bar,False,no,True,False,False,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.678689,-79.3468687,0,55.0,1.0,casual,average,True,True,False,True,2,True,full_bar,True,no,True,True,True,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.654178,-79.3981579,0,29.0,1.0,casual,average,nan,True,nan,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.7778404,-79.4147699,0,462.0,1.0,casual,average,True,False,False,True,2,True,full_bar,False,no,True,True,True,nan,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6466166,-79.3787611,0,10.0,1.0,casual,nan,True,True,False,False,2,True,none,False,free,True,False,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6300129,-79.4774528,0,22.0,0.0,casual,average,True,True,True,True,2,True,full_bar,True,free,True,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6511571,-79.4779479,0,3.0,1.0,casual,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,False,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6638449,-79.4166687,0,188.0,1.0,casual,average,False,True,False,True,2,True,beer_and_wine,False,no,True,True,False,nan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6655211,-79.4647427,0,4.0,0.0,casual,quiet,False,False,False,False,1,True,none,False,no,nan,False,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6473609,-79.3811231,0,52.0,1.0,casual,loud,True,nan,nan,True,2,nan,full_bar,nan,nan,True,True,True,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.7660659,-79.2595234,0,6.0,1.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6552786,-79.4563399,0,11.0,1.0,casual,nan,nan,nan,nan,nan,nan,True,nan,False,free,nan,True,nan,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6560198,-79.3838812,0,1009.0,1.0,casual,loud,False,False,False,False,1,True,none,False,no,True,False,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6614534,-79.3386546,0,22.0,0.0,casual,average,False,False,True,False,2,True,none,True,no,True,False,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6532661,-79.396979,0,87.0,1.0,casual,average,False,True,True,True,2,True,none,True,free,True,True,True,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.6715255,-79.3945958,0,3.0,1.0,casual,nan,nan,nan,nan,nan,2,True,nan,nan,nan,True,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6390692,-79.4450189,0,11.0,0.0,casual,average,True,True,nan,True,2,True,full_bar,False,nan,True,False,False,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6517906,-79.3801688,0,4.0,0.0,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.681665,-79.4277005,0,4.0,0.0,casual,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
